b_rCCI,b_QYBL,threshold
-2.96429,-4.68293,0.76
-3.11863,-5.09316,0.76
-3.75681,-4.46628,0.76
-3.98537,-6.44874,0.73
-3.57422,-6.17163,0.73
-3.67138,-4.92817,0.76
-3.05343,-4.45264,0.75
-3.39745,-5.0179,0.76
-4.14679,-5.48098,0.76
-3.63806,-5.33528,0.76
-3.13557,-5.12608,0.76
-3.95237,-4.77721,0.76
-2.90204,-4.54659,0.75
-3.97716,-5.37108,0.76
-2.41,-5.45575,0.76
-4.31626,-6.17777,0.76
-3.82382,-4.10238,0.76
-3.52709,-6.31139,0.76
-4.17249,-6.3211,0.75
-3.61301,-5.29086,0.75
-3.59787,-5.02705,0.75
-2.56554,-5.89599,0.75
-3.6562,-6.34266,0.75
-3.09822,-4.88452,0.76
-3.56311,-5.56987,0.76
-4.18713,-7.38022,0.75
-3.346,-3.89683,0.75
-3.68098,-4.97641,0.76
-3.33308,-4.93458,0.75
-3.29181,-5.23833,0.76
-2.53807,-5.03767,0.76
-3.49355,-5.43151,0.76
-2.7579,-5.28204,0.76
-2.57224,-4.69551,0.76
-4.17771,-4.9228,0.76
-2.50793,-4.99568,0.76
-4.20594,-5.84557,0.72
-2.91012,-5.73616,0.76
-2.48595,-4.64746,0.76
-2.87088,-4.47929,0.76
-2.57826,-4.77149,0.73
-3.76049,-6.94883,0.73
-2.27292,-5.04065,0.73
-3.21099,-5.62372,0.76
-2.06256,-5.40181,0.76
-3.43267,-5.17712,0.76
-3.20572,-5.34091,0.75
-3.01607,-5.4743,0.76
-4.01219,-5.8327,0.73
-3.371,-5.57169,0.76
-3.96721,-5.78728,0.76
-2.7595,-4.91156,0.75
-3.45552,-5.18271,0.76
-2.59993,-5.75213,0.73
-3.03401,-5.77284,0.73
-3.26201,-5.10393,0.75
-3.91287,-5.07652,0.76
-5.06681,-7.8604,0.72
-3.20745,-4.63101,0.76
-3.84406,-5.19855,0.76
-3.73988,-4.53377,0.76
-3.55299,-4.82867,0.75
-3.52207,-4.5424,0.75
-3.77569,-5.39709,0.76
-3.40792,-5.49219,0.76
-4.27736,-7.13234,0.76
-2.31598,-4.16384,0.76
-3.29952,-3.79731,0.76
-3.1311,-5.13502,0.73
-2.15131,-5.18486,0.76
-3.0867,-5.28442,0.76
-2.40676,-3.73804,0.76
-4.04512,-6.20014,0.75
-2.13743,-5.17903,0.76
-2.09301,-4.65864,0.76
-3.20846,-5.01073,0.76
-5.20061,-4.708,0.76
-2.57519,-4.59228,0.76
-3.41784,-5.04248,0.73
-3.10062,-5.44483,0.76
-3.37514,-6.15084,0.72
-3.35455,-5.81581,0.75
-3.32926,-4.97757,0.76
-3.09104,-5.07638,0.76
-4.33235,-5.56168,0.76
-3.07784,-5.41156,0.76
-3.73703,-5.428,0.76
-3.53612,-3.96106,0.76
-4.83082,-6.09208,0.76
-2.90816,-4.6057,0.75
-2.26604,-5.3576,0.73
-2.60651,-3.6634,0.76
-2.47198,-4.96526,0.73
-3.83629,-5.6215,0.76
-2.55458,-5.33185,0.76
-2.46065,-4.6022,0.76
-3.61418,-5.18886,0.76
-2.10928,-5.14815,0.73
-3.46895,-3.88575,0.76
-3.77233,-5.15064,0.75
-3.40244,-6.17259,0.73
-3.09501,-5.07474,0.76
-2.57647,-5.51102,0.75
-2.64835,-4.81075,0.76
-2.77298,-5.2132,0.76
-1.73109,-4.78042,0.76
-3.6723,-4.32491,0.76
-3.66416,-5.49255,0.76
-2.29267,-3.98728,0.76
-3.39365,-5.91264,0.75
-2.86272,-5.24453,0.73
-2.47681,-5.40624,0.76
-3.08737,-4.43009,0.76
-3.86902,-5.74966,0.75
-1.98588,-6.64892,0.72
-3.19795,-5.28718,0.76
-3.60886,-5.57622,0.76
-4.94006,-7.40966,0.76
-5.80367,-7.99578,0.76
-3.72194,-4.29923,0.76
-3.20383,-4.57641,0.76
-2.05094,-4.47686,0.76
-2.23724,-4.65139,0.73
-3.22098,-4.79964,0.76
-2.56126,-4.93148,0.75
-1.76787,-5.70273,0.73
-2.23761,-5.66444,0.76
-3.57282,-6.00246,0.76
-3.3901,-5.82433,0.76
-3.58299,-4.78896,0.76
-3.28791,-5.45255,0.76
-3.46492,-5.52249,0.75
-5.50115,-7.60178,0.75
-4.54364,-5.93509,0.75
-3.43638,-5.3126,0.76
-2.14876,-5.52961,0.76
-3.30711,-6.42304,0.75
-3.44678,-4.59764,0.76
-3.04047,-4.56335,0.76
-3.3428,-6.29473,0.76
-5.17793,-7.49074,0.73
-2.08338,-4.9252,0.73
-2.42633,-5.0602,0.75
-2.05021,-4.92616,0.76
-3.99121,-4.02155,0.76
-3.1034,-6.02697,0.76
-4.72569,-5.95322,0.75
-2.70183,-5.30029,0.73
-3.4128,-5.94892,0.75
-2.6331,-5.41505,0.76
-2.77222,-6.01604,0.72
-3.56951,-5.33985,0.75
-2.98838,-4.5283,0.76
-3.19916,-4.81386,0.76
-3.03058,-5.10053,0.76
-3.3069,-4.91798,0.76
-3.63639,-5.21233,0.76
-3.75991,-4.47184,0.76
-3.6941,-5.90472,0.75
-2.50499,-5.10313,0.73
-3.77646,-4.98754,0.75
-3.88955,-5.47791,0.75
-4.37178,-5.42924,0.75
-4.61286,-5.12596,0.76
-3.15854,-5.23394,0.76
-2.7831,-5.11237,0.76
-4.46546,-4.24963,0.76
-2.36299,-5.96869,0.75
-3.66178,-5.14639,0.75
-2.39926,-5.36143,0.76
-3.23272,-5.79028,0.73
-3.01615,-5.42486,0.76
-2.73983,-4.19781,0.76
-2.70693,-4.97036,0.76
-2.79857,-4.86309,0.75
-3.92769,-5.78414,0.76
-2.89929,-6.97452,0.76
-2.68637,-5.07776,0.76
-4.38189,-7.27767,0.76
-2.53304,-4.39012,0.76
-3.13733,-4.6024,0.76
-2.2408,-5.26186,0.73
-3.11871,-4.23856,0.75
-3.09213,-5.24007,0.76
-3.72816,-5.01263,0.76
-3.81172,-5.99782,0.76
-3.25694,-4.68553,0.76
-3.64547,-5.85001,0.76
-3.76837,-5.17113,0.76
-3.223,-6.28319,0.73
-3.70667,-5.75798,0.73
-2.9077,-4.86807,0.75
-3.1808,-4.4338,0.76
-2.01617,-5.12121,0.73
-3.14235,-5.00262,0.76
-3.59296,-6.44672,0.75
-4.13223,-4.87066,0.75
-2.68309,-5.7525,0.73
-3.72491,-4.8347,0.75
-2.42932,-4.61708,0.76
-3.97596,-4.54895,0.76
-3.21894,-4.28586,0.76
-3.55115,-4.71498,0.76
-2.41709,-4.94684,0.75
-4.49876,-6.26567,0.75
-3.81659,-5.49605,0.75
-3.17508,-4.92619,0.75
-1.30557,-6.91597,0.72
-4.66943,-5.36796,0.76
-2.80675,-4.92223,0.76
-4.05127,-5.22772,0.75
-3.11309,-6.45628,0.75
-2.16628,-5.27857,0.76
-3.59179,-3.77618,0.76
-3.49977,-6.63403,0.76
-3.5287,-5.26845,0.76
-3.20792,-4.83334,0.75
-3.07126,-5.27181,0.75
-4.67564,-5.56066,0.76
-3.40266,-6.3361,0.76
-3.4055,-6.26444,0.73
-3.90122,-6.54043,0.76
-2.30623,-6.13722,0.73
-2.00202,-4.97106,0.76
-4.15491,-5.90311,0.75
-2.58061,-5.01423,0.73
-3.37302,-5.94005,0.75
-4.15952,-8.01775,0.73
-2.92763,-6.72705,0.73
-2.70752,-4.17878,0.76
-2.50879,-5.34834,0.75
-3.89341,-5.63257,0.76
-3.62964,-5.23915,0.76
-2.53157,-5.20274,0.76
-3.43261,-4.74143,0.76
-3.78774,-5.29444,0.76
-2.03953,-6.17087,0.73
-3.34066,-4.76878,0.76
-5.24976,-5.28936,0.76
-2.98706,-4.78718,0.76
-2.62577,-5.01877,0.76
-2.43357,-4.43035,0.76
-2.69774,-6.23681,0.76
-3.05498,-4.24202,0.76
-4.18428,-4.85892,0.76
-3.81555,-4.97012,0.76
-3.50624,-4.97225,0.76
-3.60062,-5.77356,0.76
-4.22466,-5.28991,0.75
-3.46312,-5.40193,0.76
-3.3897,-4.58156,0.76
-2.58949,-5.50108,0.76
-2.63095,-4.2729,0.76
-3.68035,-4.62547,0.76
-2.18126,-5.0565,0.76
-3.66544,-4.93013,0.76
-1.9932,-5.67399,0.73
-4.1463,-5.71734,0.75
-2.75788,-4.80236,0.73
-2.36067,-4.33967,0.76
-3.54321,-4.70393,0.76
-4.31309,-5.34479,0.76
-3.81915,-5.11051,0.75
-2.49311,-5.7342,0.76
-4.23185,-6.34105,0.76
-3.57721,-5.9007,0.76
-2.57373,-5.26384,0.76
-3.3201,-3.61175,0.76
-3.1261,-4.28614,0.76
-4.17737,-5.33438,0.76
-2.40024,-4.87228,0.76
-3.11358,-5.79386,0.75
-3.97689,-5.84195,0.75
-2.66263,-5.04907,0.76
-2.90946,-5.18724,0.76
-2.93618,-5.82926,0.72
-2.58403,-4.96813,0.75
-1.1952,-5.26342,0.73
-3.43719,-6.12581,0.76
-4.39121,-6.83193,0.76
-2.44052,-4.59676,0.76
-2.75229,-4.2885,0.76
-2.36141,-6.63702,0.72
-3.12156,-4.47618,0.76
-2.87228,-5.78758,0.75
-3.71192,-5.32581,0.75
-3.47112,-5.01005,0.76
-2.7331,-6.61329,0.73
-3.69828,-5.59237,0.76
-1.96127,-4.61147,0.76
-3.47564,-5.95795,0.76
-3.67532,-5.12421,0.76
-2.79547,-4.46766,0.76
-3.06809,-5.16388,0.75
-1.75158,-6.55254,0.73
-3.21495,-5.15627,0.76
-2.72975,-4.80073,0.76
-4.40458,-4.95336,0.76
-3.61601,-5.82884,0.76
-4.16306,-5.75444,0.75
-2.27125,-5.0123,0.76
-4.23106,-5.26484,0.76
-3.51509,-4.412,0.76
-3.89235,-4.34171,0.76
-3.79209,-5.3593,0.75
-3.7405,-5.40152,0.75
-3.30435,-4.72974,0.76
-2.7334,-6.26926,0.73
-3.61295,-3.64266,0.76
-4.5448,-5.09138,0.76
-3.14744,-4.78633,0.76
-2.4798,-3.93574,0.76
-3.37207,-5.30969,0.76
-2.67365,-5.27223,0.76
-4.59024,-5.39506,0.76
-3.50651,-6.30474,0.73
-2.74277,-4.48668,0.75
-4.09991,-5.65754,0.75
-4.0254,-4.49815,0.76
-3.14582,-3.81212,0.76
-3.905,-4.87294,0.76
-4.16555,-4.60653,0.76
-4.41822,-6.67852,0.76
-3.24824,-4.22062,0.76
-2.5778,-5.6486,0.73
-3.97005,-6.04446,0.76
-4.09533,-4.52699,0.76
-4.13251,-4.40085,0.76
-3.84655,-5.02048,0.76
-2.65197,-5.19428,0.76
-2.66811,-5.41006,0.76
-2.78006,-4.84411,0.76
-3.95837,-5.13821,0.75
-3.83013,-5.36771,0.76
-2.27266,-4.59023,0.76
-4.2443,-6.46971,0.76
-2.92555,-5.32979,0.76
-2.68018,-4.74619,0.76
-2.95189,-5.92061,0.75
-2.50828,-3.60495,0.76
-3.5695,-4.76818,0.76
-2.67557,-5.01693,0.76
-2.71312,-5.27133,0.76
-3.63035,-5.05014,0.76
-1.83776,-5.57531,0.73
-2.90681,-4.43344,0.76
-2.95382,-5.01578,0.76
-3.20637,-6.68274,0.76
-2.79162,-4.87839,0.75
-3.72957,-5.43124,0.75
-3.43047,-5.96565,0.76
-4.1807,-5.34542,0.76
-3.46681,-5.60203,0.76
-3.39191,-5.28623,0.75
-3.80569,-4.09318,0.76
-4.75887,-6.99423,0.76
-3.65254,-4.82807,0.76
-2.27124,-5.36643,0.76
-3.09389,-4.36481,0.76
-2.87882,-5.06628,0.76
-3.93853,-5.10588,0.76
-2.9242,-4.47259,0.76
-3.38331,-4.91294,0.75
-2.97775,-4.95566,0.76
-4.42905,-5.02505,0.76
-3.81356,-7.62877,0.73
-2.77871,-4.40907,0.76
-2.81299,-6.2693,0.73
-2.64841,-4.99564,0.76
-3.40979,-4.75458,0.76
-4.55448,-7.03066,0.75
-2.4224,-4.48826,0.75
-3.39403,-4.71338,0.75
-3.53098,-4.31224,0.76
-3.7302,-5.16982,0.76
-3.15571,-3.98052,0.76
-3.04798,-6.0673,0.76
-3.47764,-5.30072,0.76
-5.0679,-7.80355,0.72
-1.08263,-5.82361,0.75
-2.67304,-4.7341,0.75
-2.76537,-5.96805,0.76
-2.45182,-4.4933,0.76
-3.41571,-5.70005,0.75
-3.75305,-5.45893,0.76
-2.86385,-4.97814,0.76
-3.10966,-5.59046,0.76
-3.32443,-5.83425,0.76
-4.08227,-5.09803,0.76
-3.15028,-4.32037,0.76
-3.75995,-4.58206,0.76
-2.87438,-5.99886,0.73
-3.93868,-4.58928,0.76
-3.14254,-4.36649,0.76
-1.94808,-5.8511,0.76
-3.25303,-5.5628,0.76
-3.59586,-5.98676,0.76
-3.62131,-3.97822,0.76
-3.58551,-5.27987,0.75
-3.88697,-4.7217,0.76
-2.92475,-5.18581,0.75
-3.70286,-5.89703,0.75
-4.04541,-5.45908,0.76
-4.08233,-4.47937,0.75
-2.49903,-6.32448,0.72
-1.43544,-6.28019,0.72
-3.11849,-6.66679,0.73
-3.36685,-5.30494,0.76
-3.47017,-3.64303,0.76
-3.44146,-5.40062,0.75
-3.39389,-5.23259,0.76
-3.17441,-5.37253,0.76
-3.01122,-4.71771,0.76
-3.5282,-4.38045,0.76
-3.13165,-6.11684,0.73
-2.68172,-4.81859,0.76
-2.1125,-4.94899,0.76
-3.81369,-6.95448,0.73
-3.74419,-6.1163,0.75
-2.85278,-5.26342,0.75
-3.61369,-5.13051,0.75
-2.31864,-6.09212,0.71
-3.68875,-4.81174,0.76
-3.74794,-4.82852,0.76
-2.41234,-5.97491,0.75
-3.63438,-4.36706,0.76
-3.16636,-4.62317,0.76
-3.69718,-5.78938,0.75
-3.32214,-4.97192,0.76
-2.24812,-6.08875,0.73
-2.88527,-4.4572,0.76
-3.0541,-4.85201,0.76
-2.92108,-5.3111,0.75
-3.8025,-4.47992,0.76
-3.13123,-4.95852,0.76
-3.68843,-4.67811,0.75
-3.20592,-5.28317,0.76
-3.95007,-5.54567,0.76
-2.91564,-5.46627,0.75
-2.43271,-5.66444,0.76
-3.01416,-4.70367,0.75
-4.28543,-5.40934,0.76
-2.76498,-6.8501,0.73
-4.48951,-5.3951,0.75
-3.0841,-6.57466,0.75
-3.20468,-5.85448,0.76
-3.44834,-4.58782,0.75
-3.52281,-4.78583,0.76
-3.48291,-5.11449,0.76
-4.19567,-5.88115,0.76
-3.92976,-7.20047,0.75
-2.56099,-4.3141,0.76
-4.56837,-5.71959,0.75
-4.24828,-6.32483,0.75
-4.82163,-7.30619,0.75
-3.41499,-6.75683,0.73
-2.88207,-5.91506,0.72
-2.65022,-5.59141,0.76
-3.11192,-6.07625,0.73
-2.29531,-5.35539,0.76
-3.27359,-4.8601,0.76
-2.48701,-4.86857,0.76
-4.00827,-4.65078,0.76
-3.18417,-5.28363,0.75
-4.04213,-6.17892,0.75
-2.80591,-6.01108,0.76
-3.0737,-6.1241,0.72
-2.94118,-7.38848,0.73
-3.18519,-5.57527,0.75
-2.70504,-4.17343,0.76
-2.9782,-4.31715,0.76
-3.20077,-4.63605,0.76
-3.9917,-7.32679,0.71
-2.62981,-4.98038,0.75
-4.51617,-6.27208,0.76
-2.65259,-4.98973,0.73
-4.24821,-6.7884,0.72
-4.04703,-6.0377,0.75
-3.32735,-5.37328,0.76
-2.74811,-5.8881,0.75
-3.66535,-6.04223,0.75
-3.11605,-4.84039,0.73
-4.07492,-6.15949,0.73
-2.31428,-5.82833,0.76
-2.91157,-4.41306,0.76
-2.94691,-4.77579,0.76
-2.68168,-4.62562,0.75
-3.39678,-4.55487,0.75
-3.49252,-5.27349,0.75
-2.35395,-4.71269,0.75
-3.0503,-5.56307,0.76
-1.96494,-5.18919,0.75
-3.24493,-7.03754,0.73
-2.71902,-4.5296,0.75
-4.38171,-5.603,0.76
-3.32512,-7.25216,0.73
-3.65495,-5.04955,0.76
-3.01342,-4.83407,0.76
-2.93395,-6.61273,0.73
-2.48393,-4.9127,0.75
-3.23789,-5.90269,0.76
-2.96647,-4.21163,0.76
-3.90744,-4.95042,0.76
-2.33384,-4.36611,0.76
-2.77761,-5.25897,0.75
-2.69718,-6.46916,0.73
-3.16133,-5.14924,0.76
-3.13246,-5.72751,0.75
-3.01577,-6.23308,0.76
-4.17015,-6.46192,0.75
-3.42863,-6.24017,0.73
-4.49773,-4.78587,0.76
-3.64155,-5.55154,0.76
-3.53315,-4.54942,0.76
-2.59047,-6.36966,0.73
-4.69142,-6.3154,0.76
-2.92372,-5.73819,0.76
-4.37167,-6.91522,0.75
-3.15809,-5.62669,0.73
-3.01366,-4.16819,0.76
-4.8851,-5.75761,0.76
-3.34323,-6.02145,0.76
-4.32893,-5.17654,0.76
-3.97848,-6.00051,0.76
-3.11915,-6.19375,0.73
-2.30577,-5.3488,0.75
-2.93632,-4.67877,0.76
-3.20948,-4.79936,0.76
-3.74345,-5.51895,0.73
-3.43464,-5.36892,0.76
-3.57541,-6.15613,0.75
-3.19125,-4.75623,0.76
-3.69858,-4.18222,0.76
-2.18223,-4.3162,0.76
-3.29505,-4.37411,0.75
-3.31182,-5.81149,0.75
-2.31231,-5.03778,0.75
-2.81276,-4.37923,0.76
-2.4189,-4.79332,0.76
-2.50165,-5.03441,0.76
-3.51462,-5.18528,0.76
-4.13128,-5.4364,0.76
-1.90592,-4.1923,0.76
-3.94061,-4.39372,0.76
-3.42706,-5.50939,0.75
-3.073,-4.46096,0.76
-2.69638,-5.0597,0.76
-3.20041,-5.29467,0.76
-3.36856,-6.2183,0.75
-3.27535,-6.8022,0.73
-2.72118,-4.83403,0.76
-3.41127,-6.07139,0.73
-3.60529,-4.21399,0.76
-4.22603,-4.66227,0.76
-3.27504,-4.7951,0.76
-1.75949,-5.64533,0.73
-4.79015,-6.68401,0.76
-3.38071,-4.48952,0.76
-3.42927,-4.61441,0.76
-2.95141,-5.20606,0.76
-3.09253,-5.88902,0.75
-2.38909,-4.9225,0.73
-3.08914,-5.03394,0.76
-4.05806,-6.07602,0.76
-3.69706,-5.78265,0.73
-3.15785,-6.04468,0.76
-2.26123,-4.44124,0.76
-3.95251,-5.42435,0.75
-2.55042,-4.52314,0.76
-4.25779,-5.77499,0.75
-4.2965,-5.75963,0.75
-4.58708,-6.74936,0.76
-4.08225,-4.62964,0.76
-3.36165,-4.43907,0.76
-3.62934,-4.68215,0.76
-1.99015,-5.52772,0.73
-1.69582,-5.83238,0.76
-1.03961,-7.97455,0.71
-2.81244,-4.32237,0.76
-3.57119,-6.12981,0.76
-2.85791,-6.02076,0.76
-3.53929,-5.47574,0.75
-4.61794,-5.56642,0.76
-3.07365,-5.70522,0.75
-4.66658,-7.10167,0.75
-2.96129,-5.36428,0.73
-3.81337,-4.53471,0.76
-2.66093,-4.72618,0.76
-3.39054,-4.76182,0.76
-2.739,-4.8108,0.76
-2.30969,-5.04136,0.75
-3.293,-5.11649,0.76
-3.59137,-5.01182,0.76
-4.92663,-5.93092,0.75
-3.39771,-4.23726,0.76
-3.83047,-4.47278,0.76
-3.22802,-4.81057,0.76
-3.36221,-5.69254,0.76
-3.694,-4.70609,0.76
-3.04219,-5.40776,0.75
-3.94102,-5.94276,0.76
-2.87088,-5.23293,0.76
-3.52814,-5.09587,0.75
-3.51593,-6.44344,0.73
-2.97783,-4.43352,0.75
-3.20919,-4.66622,0.76
-2.78293,-7.06906,0.71
-3.80159,-6.03909,0.75
-2.83393,-4.60068,0.76
-2.20073,-5.75253,0.73
-3.14723,-6.48178,0.75
-3.24727,-5.45806,0.76
-2.77659,-5.00116,0.76
-3.36927,-5.89587,0.73
-2.95599,-4.33007,0.76
-3.91669,-6.35831,0.76
-3.47393,-4.62826,0.76
-3.51886,-5.02576,0.76
-1.91826,-5.38434,0.73
-3.55163,-5.7919,0.72
-3.09441,-4.36086,0.76
-3.86811,-5.83508,0.76
-3.05684,-4.47316,0.76
-2.63133,-4.92061,0.76
-2.60252,-5.17858,0.76
-3.11902,-5.26748,0.76
-3.62394,-6.1138,0.73
-3.15875,-4.08404,0.76
-3.73047,-4.87786,0.76
