genotype_code	genotype_name	treatment	timepoint	trait_group	supp_table_printed	docx_table	trait	value	se	tukey_letters
1	Moroberakan	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	25.85	1.25	e
1	Moroberakan	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.36	0.03	i
1	Moroberakan	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	301.58	0.27	k
1	Moroberakan	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	10.38	0.48	n
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	30.50	7.10	abc
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.70	0.50	a
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	353.04	144.86	d
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.82	0.48	c
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	22.16	13.73	i
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.37	0.40	h
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	318.83	203.52	h
2	IR83388-B-B108-3	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	11.54	10.02	l
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	28.83	6.84	bcd
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.20	0.44	e
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	337.72	127.38	e
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.83	0.42	b
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	29.83	11.32	c
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.66	0.34	b
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	332.61	176.87	c
3	IR77298-14-1-2-10	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	15.33	8.49	g
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	27.60	3.08	cd
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.50	0.25	b
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	270.57	73.36	h
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.84	0.26	a
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	24.48	6.62	g
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.43	0.20	f
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	319.83	110.46	g
4	PUSA1121	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	13.58	5.12	i
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	28.03	2.25	cd
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.30	0.13	d
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	318.44	37.27	f
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.83	0.11	b
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	24.40	3.62	g
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.66	0.10	b
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	351.16	47.92	a
5	BAM8315	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	15.50	2.51	e
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	33.80	2.44	a
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.70	0.16	a
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	305.68	45.35	g
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.81	0.15	d
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	20.86	3.88	j
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.39	0.12	g
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	329.03	64.48	d
6	BAM812	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	11.22	3.00	m
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	26.47	0.44	d
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.30	0.06	d
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	335.15	18.94	e
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.82	0.08	c
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	16.84	1.66	l
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.29	0.05	l
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	322.44	32.40	f
7	Malchi	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	10.09	1.39	o
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	21.83	1.11	e
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.10	0.05	f
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	366.13	13.53	c
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.81	0.04	d
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	29.35	1.21	h
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.56	0.03	e
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	320.12	16.04	g
8	BAM 3690	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	15.44	0.82	f
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	34.20	1.02	a
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.30	0.06	d
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	397.54	17.03	b
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.81	0.06	d
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	34.51	1.43	d
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.62	0.04	d
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	315.30	24.64	i
9	BAM 4138	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	17.77	1.13	c
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	31.23	0.37	abc
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.30	0.00	d
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	364.13	2.74	c
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.81	0.02	d
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	22.66	0.23	a
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.32	0.01	j
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	296.18	8.18	m
10	BAM 4521	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	12.32	0.28	k
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	29.57	0.41	bcd
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.20	0.03	e
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	369.61	7.45	c
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.82	0.02	c
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	32.98	0.64	b
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.63	0.02	c
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	313.79	8.23	j
11	Black gora	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	18.60	0.43	b
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	32.33	0.37	ab
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.40	0.03	c
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	349.49	7.28	d
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.81	0.02	d
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	20.73	0.61	j
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.31	0.02	k
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	297.27	9.49	l
12	Suweon	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	12.39	0.45	j
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	15.83	0.02	f
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.00	0.01	g
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	453.44	2.67	a
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.82	0.00	c
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	25.65	0.23	f
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.71	0.01	a
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	344.24	0.74	b
13	Kunjukunju	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	20.00	0.09	a
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	21.60	0.21	e
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.10	0.01	f
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	398.98	2.71	b
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.84	0.01	a
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	25.70	0.23	ef
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.56	0.01	e
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	325.08	4.73	e
14	Cauvery	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	17.53	0.20	d
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLL	21.67	0.17	e
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	FLW	1.20	0.01	e
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	CCI_FL	352.56	2.65	d
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	QY_FL	0.83	0.01	b
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Photo_FL	20.55	0.22	k
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Cond_FL	0.32	0.01	j
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Ci_FL	295.99	4.38	m
15	RPW9-4(SS1)	Control	Flag leaf	flag leaf	Supp 16	docx_table_18	Tr_FL	13.64	0.18	h
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	14.63	0.10	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.97	0.00	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	288.26	0.03	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.81	0.01	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	20.07	0.01	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.32	0.00	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	299.50	2.21	
1	Moroberakan	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	13.09	0.06	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	15.53	0.06	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	1.00	0.00	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	270.58	1.53	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.83	0.00	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	21.53	0.13	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.29	0.00	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	282.02	1.37	
2	IR83388-B-B108-3	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	13.21	0.08	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	22.30	0.06	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.80	0.00	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	266.61	1.31	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.82	0.00	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	15.52	0.11	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.27	0.00	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	316.14	1.55	
3	IR77298-14-1-2-10	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	11.33	0.07	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	15.47	0.02	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.70	0.00	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	249.39	0.81	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.83	0.00	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	16.99	0.06	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.25	0.00	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	300.98	0.44	
4	PUSA1121	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	10.94	0.01	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	19.37	0.02	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	1.00	0.00	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	283.36	0.37	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.80	0.00	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	17.56	0.03	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.24	0.00	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	291.92	0.60	
5	BAM8315	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	10.08	0.04	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	11.33	0.02	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.90	0.00	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	271.69	0.47	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.83	0.00	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	17.81	0.04	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.21	0.00	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	274.82	0.60	
6	BAM812	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	8.62	0.03	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	15.83	0.00	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	92.51	0.00	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	176.69	0.23	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	5.77	0.00	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	10.55	0.02	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	100.61	0.00	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	203.90	0.09	
7	Malchi	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	7.23	0.01	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	15.50	0.01	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.90	0.00	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	325.78	0.12	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.81	0.00	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	22.45	0.01	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.29	0.00	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	288.62	0.29	
8	BAM 3690	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	10.33	0.01	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	19.57	0.01	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.73	0.00	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	287.77	0.18	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.81	0.00	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	24.49	0.01	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.43	0.00	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	319.22	0.26	
9	BAM 4138	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	14.04	0.01	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	22.53	0.00	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	1.00	0.00	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	248.22	0.05	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.82	0.00	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	18.79	0.00	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.32	0.00	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	320.36	0.11	
10	BAM 4521	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	10.41	0.00	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	15.13	0.00	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.90	0.00	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	304.59	0.06	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.82	0.00	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	17.59	0.01	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.33	0.00	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	327.87	0.10	
11	Black gora	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	10.49	0.00	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	18.50	0.00	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.87	0.00	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	331.50	0.07	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.82	0.00	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	17.39	0.01	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.32	0.00	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	327.73	0.09	
12	Suweon	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	10.42	0.00	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	13.07	0.00	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.80	0.00	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	258.08	0.01	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.82	0.00	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	23.50	0.00	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.35	0.00	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	299.46	0.01	
13	Kunjukunju	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	11.94	0.00	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	15.00	0.00	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.80	0.00	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	302.99	0.03	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.83	0.00	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	18.63	0.00	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.73	0.00	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	373.11	0.05	
14	Cauvery	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	17.87	0.00	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLL	14.20	0.00	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	FLW	0.97	0.00	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	CCI_FL	252.35	0.03	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	QY_FL	0.84	0.00	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Photo_FL	25.99	0.00	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Cond_FL	0.75	0.00	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Ci_FL	353.09	0.04	
15	RPW9-4(SS1)	N stress	Flag leaf	flag leaf	Supp 17	docx_table_19	Tr_FL	18.25	0.00	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	85.00	1.85	k
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	90.00	2.23	f
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	121.00	2.24	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	106.33	2.53	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	19.00	1.15	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	12.33	0.61	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	48.80	0.47	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	32.05	0.79	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	16.96	0.41	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	18.98	0.84	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.53	0.01	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.23	0.02	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.88	0.05	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.05	0.01	
1	Moroberakan	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.01	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	91.00	48.27	j
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	97.00	51.33	c
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	124.00	69.21	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	87.33	40.08	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	28.33	4.76	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	17.67	3.48	
